src_f,tgt_f,alpha,depth
16.0,1.8,0.55,0.5
4.465346181461953,3.4040331250332967,0.08141358881691765,0.5
18.931686356391285,3.935449702887843,0.2985202154269288,0.5
16.860680989484678,3.859371954715764,0.2710368586128202,0.5
13.298440546982299,3.728514142542207,0.22281090630852438,0.5
7.96771172024426,3.5326914509477487,0.13973230858340158,0.5
12.666314514023579,3.705293186229438,0.21358204865067215,0.5
9.226442129027124,3.578930527188752,0.160473423957968,0.5
13.723407705528228,3.7441251810194043,0.2282781964786342,0.5
12.290768929100436,3.69149763413022,0.2070879834463896,0.5
15.330073124084054,3.8031455433337,0.2506179957135927,0.5
19.398077746941517,3.952582447846831,0.30659812925856156,0.5
3.4775005151856817,3.367744916884372,0.06406350188986204,0.5
9.760565603657076,3.598551389522097,0.16940011242610054,0.5
18.029605364284926,3.9023120337900585,0.28763663100630005,0.5
0.9199342053930774,3.273793501422603,0.017445726988224164,0.5
10.10620626971764,3.6112483935814645,0.17487336545752402,0.5
7.133183444357995,3.502035310200906,0.12700836788310269,0.5
3.1228618312575867,3.354717373393136,0.0577959355578557,0.5
8.917275538388637,3.567573387124481,0.1548749829408588,0.5
12.195185400574328,3.6879864024700773,0.20579211099210185,0.5
16.888598366362526,3.8603974910092362,0.2720700008820104,0.5
0.22448803944326565,3.24824649940812,0.004281432888922177,0.5
17.977393683409595,3.9003940536762705,0.28675016406407555,0.5
19.46179931402909,3.9549232401071914,0.304634133087259,0.5
1.2194139933531927,3.284794799755832,0.023058236336898918,0.5
18.796469899081735,3.9304825677213704,0.297270540964919,0.5
4.70867210630215,3.412971628394773,0.08613319011606328,0.5
17.455782608441655,3.881232830514183,0.2802514861183256,0.5
11.481929330197651,3.6617851590684856,0.19556744551503993,0.5
18.16057981018913,3.9071233399661316,0.28887035116170323,0.5
17.13410068267501,3.8694159434452047,0.27655449032132234,0.5
14.821889905064756,3.7844775883493176,0.24473556179405956,0.5
10.917404876785511,3.6410475260859987,0.18731836235202934,0.5
5.3060609446715326,3.434916524498138,0.0963028225594745,0.5
18.46768453906412,3.9184047381697025,0.2920941708032822,0.5
6.062707022284881,3.462711686532914,0.10834277616477744,0.5
4.497596520032333,3.4052178313481267,0.08189588500414256,0.5
8.86694523972945,3.56572451901047,0.15492087009804842,0.5
11.05071610088552,3.645944673093754,0.18889912810777326,0.5
11.380860905197952,3.6580724414154355,0.19399288124276914,0.5
0.24053662825296468,3.2488360394052114,0.0046183256203209105,0.5
15.006646956825222,3.7912645820874573,0.24565704272728678,0.5
3.0618138041792977,3.3524747928065866,0.05681745282408432,0.5
1.3887322670240643,3.2910146547070065,0.026245498009407918,0.5
17.186334676314097,3.8713347432115386,0.27516759388767903,0.5
2.952118807233439,3.3484451806738815,0.05503438109085491,0.5
5.245641735265514,3.4326970433362844,0.09512250853854322,0.5
15.821878066925194,3.821211847356436,0.2579174172358552,0.5
19.45584122291384,3.9547043714539782,0.3060692513815564,0.5
6.104330042019981,3.464240695421142,0.10956169070367548,0.5
12.438365004532827,3.696919530778757,0.20856257559354482,0.5
8.741748998466539,3.561125473413057,0.1520925549201337,0.5
9.880915448788137,3.602972404241197,0.1698156467669822,0.5
5.51592750299238,3.4426259082731896,0.09918098879588026,0.5
0.8907243327008334,3.2727204856910515,0.016942631138062093,0.5
9.672662920016728,3.5953223113475534,0.16812712073285221,0.5
1.0138891134530919,3.277244906208481,0.019213348562884355,0.5
0.8022414579736161,3.269470094374541,0.015316492303940098,0.5
9.532076587537516,3.590157915460562,0.16590036898739802,0.5
7.385490788711145,3.511303743258777,0.13029050124850802,0.5
9.872421661309627,3.602660387558313,0.17066677842548383,0.5
10.162849158127676,3.6133291527475473,0.17535757720099596,0.5
16.485186114417804,3.8455782654275934,0.2662613886479932,0.5
4.763955310073811,3.4150024399618952,0.08662026524296058,0.5
6.217835737074399,3.468410292382325,0.11124668249707868,0.5
3.0698781658959207,3.352771034665565,0.05673305399174387,0.5
17.7415825001339,3.891731602045735,0.2825378009680126,0.5
18.75747827824353,3.929050222466089,0.2979587289491857,0.5
17.556116729819934,3.8849185737484873,0.27989937217776645,0.5
18.540994381998644,3.9210977528081137,0.29361773919714473,0.5
8.727789492403424,3.5606126752311464,0.15226399523482353,0.5
19.06424051967742,3.940319039498355,0.2998918161240931,0.5
